"invoice_no","Revenue"
"I164815","15004.25"
"I270779","9602.72"
"I221729","9602.72"
"I754334","5401.53"
"I193857","15004.25"
"I245338","9602.72"
"I324307","5401.53"
"I165963","15004.25"
"I987725","9602.72"
"I240317","9602.72"
"I396585","15004.25"
"I225638","5401.53"
"I206556","5401.53"
"I261152","5401.53"
"I137466","9602.72"
"I993964","15004.25"
"I287234","15004.25"
"I385905","9602.72"
"I691264","5401.53"
"I772387","9602.72"
"I247389","9602.72"
"I123332","5401.53"
"I102061","15004.25"
"I278870","15004.25"
"I218155","15004.25"
"I280441","5401.53"
"I452219","9602.72"
"I172241","5401.53"
"I938875","5401.53"
"I325132","9602.72"
"I126339","9602.72"
"I110961","9602.72"
"I205397","9602.72"
"I149665","15004.25"
"I193570","15004.25"
"I288453","9602.72"
"I259414","5401.53"
"I289710","15004.25"
"I139887","9602.72"
"I231052","5401.53"
"I211694","15004.25"
"I113210","9602.72"
"I995094","15004.25"
"I177892","5401.53"
"I972390","9602.72"
"I244747","15004.25"
"I260077","5401.53"
"I585595","9602.72"
"I120548","5401.53"
"I158515","9602.72"
"I167198","5401.53"
"I332340","5401.53"
"I231774","9602.72"
"I127968","9602.72"
"I104323","15004.25"
"I218464","15004.25"
"I227282","15004.25"
"I238653","9602.72"
"I173065","9602.72"
"I254007","15004.25"
"I105341","9602.72"
"I134991","15004.25"
"I155378","9602.72"
"I900340","15004.25"
"I224196","15004.25"
"I189967","5401.53"
"I420463","15004.25"
"I241404","15004.25"
"I411752","9602.72"
"I908494","15004.25"
"I203067","9602.72"
"I297228","5401.53"
"I336341","15004.25"
"I273348","5401.53"
"I628786","9602.72"
"I353996","9602.72"
"I285813","9602.72"
"I613909","15004.25"
"I327460","15004.25"
"I221240","15004.25"
"I103853","9602.72"
"I246318","15004.25"
"I264837","9602.72"
"I181189","9602.72"
"I278997","9602.72"
"I134415","5401.53"
"I109994","9602.72"
"I138492","15004.25"
"I122468","9602.72"
"I104130","9602.72"
"I254118","15004.25"
"I227117","9602.72"
"I114985","15004.25"
"I144563","15004.25"
"I148731","9602.72"
"I294017","15004.25"
"I248566","5401.53"
"I272578","5401.53"
"I274955","5401.53"
"I314335","5401.53"
"I505192","5401.53"
"I190179","9602.72"
"I104945","9602.72"
"I703414","9602.72"
"I222549","15004.25"
"I164374","9602.72"
"I336592","5401.53"
"I324824","9602.72"
"I331313","9602.72"
"I301328","5401.53"
"I894797","9602.72"
"I252687","9602.72"
"I990383","9602.72"
"I158420","5401.53"
"I316732","5401.53"
"I339559","15004.25"
"I201506","5401.53"
"I267675","15004.25"
"I148599","15004.25"
"I224278","15004.25"
"I122656","9602.72"
"I246702","5401.53"
"I884141","15004.25"
"I178607","9602.72"
"I306871","5401.53"
"I284733","5401.53"
"I103639","5401.53"
"I161761","5401.53"
"I178445","5401.53"
"I327850","15004.25"
"I229104","9602.72"
"I323503","5401.53"
"I487638","9602.72"
"I694017","15004.25"
"I317897","5401.53"
"I979091","5401.53"
"I219506","15004.25"
"I224199","15004.25"
"I291042","5401.53"
"I203317","9602.72"
"I393718","15004.25"
"I474433","15004.25"
"I158241","15004.25"
"I583738","15004.25"
"I339279","15004.25"
"I479585","5401.53"
"I107884","9602.72"
"I101359","5401.53"
"I260956","9602.72"
"I817850","15004.25"
"I180667","15004.25"
"I108890","9602.72"
"I119279","9602.72"
"I186132","9602.72"
"I229505","9602.72"
"I897300","9602.72"
"I314161","5401.53"
"I129920","15004.25"
"I201419","15004.25"
"I331553","5401.53"
"I455295","5401.53"
"I229920","15004.25"
"I654313","5401.53"
"I196683","15004.25"
"I473839","5401.53"
"I822028","15004.25"
"I305717","5401.53"
"I457433","15004.25"
"I234248","9602.72"
"I176156","15004.25"
"I210630","5401.53"
"I269669","15004.25"
"I935958","5401.53"
"I138406","15004.25"
"I141205","9602.72"
"I169962","15004.25"
"I135971","9602.72"
"I318640","9602.72"
"I226916","15004.25"
"I402458","5401.53"
"I772278","15004.25"
"I179676","5401.53"
"I583805","9602.72"
"I233031","5401.53"
"I234300","9602.72"
"I323333","5401.53"
"I279255","5401.53"
"I286142","9602.72"
"I921974","9602.72"
"I180778","15004.25"
"I138190","15004.25"
"I194551","15004.25"
"I323249","9602.72"
"I175454","5401.53"
"I793485","9602.72"
"I169789","15004.25"
"I255045","15004.25"
"I206294","15004.25"
"I256912","9602.72"
"I285248","9602.72"
"I224746","15004.25"
"I271247","9602.72"
"I127410","9602.72"
"I163474","9602.72"
"I335174","15004.25"
"I158212","9602.72"
"I463065","5401.53"
"I132276","15004.25"
"I124302","15004.25"
"I140445","9602.72"
"I144919","5401.53"
"I251919","5401.53"
"I271498","9602.72"
"I319428","15004.25"
"I270604","15004.25"
"I175318","15004.25"
"I267819","15004.25"
"I748019","15004.25"
"I154005","15004.25"
"I972172","15004.25"
"I308659","15004.25"
"I180134","9602.72"
"I107928","5401.53"
"I315480","9602.72"
"I598717","5401.53"
"I145616","5401.53"
"I865190","5401.53"
"I154800","15004.25"
"I131182","15004.25"
"I285102","9602.72"
"I308081","9602.72"
"I142188","9602.72"
"I155764","15004.25"
"I320314","5401.53"
"I331885","9602.72"
"I299721","15004.25"
"I530995","9602.72"
"I425066","5401.53"
"I283041","5401.53"
"I743414","15004.25"
"I189870","5401.53"
"I197015","15004.25"
"I408974","5401.53"
"I199761","9602.72"
"I196003","9602.72"
"I284099","9602.72"
"I306321","15004.25"
"I131267","9602.72"
"I316301","5401.53"
"I196114","9602.72"
"I183703","15004.25"
"I316872","9602.72"
"I830379","5401.53"
"I280302","15004.25"
"I258140","9602.72"
"I220542","5401.53"
"I264726","9602.72"
"I825998","15004.25"
"I125213","5401.53"
"I484630","5401.53"
"I663930","9602.72"
"I156260","15004.25"
"I323603","5401.53"
"I109291","5401.53"
"I263875","9602.72"
"I822809","9602.72"
"I369215","9602.72"
"I175517","15004.25"
"I307070","5401.53"
"I205311","5401.53"
"I221762","9602.72"
"I229143","15004.25"
"I187551","15004.25"
"I652975","5401.53"
"I283656","15004.25"
"I297528","15004.25"
"I162055","5401.53"
"I338838","5401.53"
"I651629","9602.72"
"I189876","9602.72"
"I355988","5401.53"
"I283348","9602.72"
"I621252","5401.53"
"I226057","9602.72"
"I949921","9602.72"
"I181739","15004.25"
"I219609","9602.72"
"I329817","9602.72"
"I196322","15004.25"
"I955887","5401.53"
"I226077","9602.72"
"I632648","9602.72"
"I212278","5401.53"
"I246172","15004.25"
"I142217","9602.72"
"I452876","5401.53"
"I491314","15004.25"
"I251099","9602.72"
"I773266","9602.72"
"I195599","5401.53"
"I246972","15004.25"
"I134205","5401.53"
"I136931","15004.25"
"I370364","5401.53"
"I175737","5401.53"
"I170432","15004.25"
"I212618","5401.53"
"I168445","9602.72"
"I152231","9602.72"
"I322191","5401.53"
"I205613","15004.25"
"I409550","5401.53"
"I139091","5401.53"
"I634446","15004.25"
"I291207","9602.72"
"I125464","15004.25"
"I360226","5401.53"
"I264054","9602.72"
"I666773","5401.53"
"I214551","9602.72"
"I217762","5401.53"
"I330260","5401.53"
"I333782","5401.53"
"I249536","15004.25"
"I143058","5401.53"
"I491091","5401.53"
"I164719","5401.53"
"I543980","9602.72"
"I128761","5401.53"
"I788623","5401.53"
"I180415","15004.25"
"I248710","9602.72"
"I156829","9602.72"
"I112627","15004.25"
"I347220","9602.72"
"I202781","9602.72"
"I498568","9602.72"
"I144560","5401.53"
"I285809","15004.25"
"I686889","5401.53"
"I236758","15004.25"
"I133407","15004.25"
"I300052","15004.25"
"I654469","5401.53"
"I112786","5401.53"
"I189815","5401.53"
"I127263","5401.53"
"I301115","9602.72"
"I107352","15004.25"
"I188818","5401.53"
"I150803","9602.72"
"I562699","9602.72"
"I150146","15004.25"
"I289980","5401.53"
"I324816","15004.25"
"I469863","9602.72"
"I290236","15004.25"
"I119291","5401.53"
"I229573","9602.72"
"I238721","5401.53"
"I151179","9602.72"
"I335413","15004.25"
"I333573","5401.53"
"I182921","5401.53"
"I195033","15004.25"
"I194063","9602.72"
"I132136","5401.53"
"I300365","5401.53"
"I260338","15004.25"
"I150791","9602.72"
"I285163","9602.72"
"I239686","5401.53"
"I165198","5401.53"
"I695440","5401.53"
"I265208","15004.25"
"I274163","5401.53"
"I213498","5401.53"
"I168452","15004.25"
"I261021","15004.25"
"I323526","15004.25"
"I271659","15004.25"
"I650256","9602.72"
"I727752","9602.72"
"I312489","15004.25"
"I230578","5401.53"
"I102233","15004.25"
"I290035","9602.72"
"I530363","5401.53"
"I220680","5401.53"
"I255397","15004.25"
"I590271","9602.72"
"I711863","15004.25"
"I902975","15004.25"
"I259474","9602.72"
"I204433","15004.25"
"I914000","15004.25"
"I220927","9602.72"
"I127262","9602.72"
"I225966","5401.53"
"I173950","9602.72"
"I186989","5401.53"
"I882257","9602.72"
"I335655","5401.53"
"I269843","5401.53"
"I928192","15004.25"
"I220619","5401.53"
"I172312","15004.25"
"I581970","15004.25"
"I207022","9602.72"
"I537783","15004.25"
"I302808","15004.25"
"I248247","15004.25"
"I104056","5401.53"
"I277513","9602.72"
"I215259","5401.53"
"I149247","9602.72"
"I288999","15004.25"
"I111113","15004.25"
"I291000","5401.53"
"I284775","5401.53"
"I926320","9602.72"
"I287629","9602.72"
"I107233","15004.25"
"I832339","15004.25"
"I184871","9602.72"
"I167822","9602.72"
"I676129","15004.25"
"I819914","9602.72"
"I577332","5401.53"
"I176245","5401.53"
"I302024","9602.72"
"I572156","15004.25"
"I120436","5401.53"
"I179812","9602.72"
"I692905","15004.25"
"I136278","15004.25"
"I225714","15004.25"
"I116060","9602.72"
"I139620","9602.72"
"I853591","5401.53"
"I317086","5401.53"
"I186246","9602.72"
"I244715","15004.25"
"I104602","5401.53"
"I250108","9602.72"
"I318876","9602.72"
"I325654","9602.72"
"I281319","15004.25"
"I723018","5401.53"
"I144840","9602.72"
"I139987","5401.53"
"I168958","9602.72"
"I212809","9602.72"
"I291974","15004.25"
"I318440","5401.53"
"I324258","5401.53"
"I138658","15004.25"
"I834600","5401.53"
"I220476","5401.53"
"I116798","9602.72"
"I120537","5401.53"
"I325504","15004.25"
"I567588","15004.25"
"I250940","9602.72"
"I324054","9602.72"
"I115630","5401.53"
"I168999","5401.53"
"I308669","9602.72"
"I239197","5401.53"
"I165368","5401.53"
"I134305","15004.25"
"I224020","5401.53"
"I242295","9602.72"
"I282403","5401.53"
"I765416","15004.25"
"I335552","9602.72"
"I253142","5401.53"
"I638341","5401.53"
"I119403","15004.25"
"I248163","15004.25"
"I249973","15004.25"
"I166395","9602.72"
"I285509","5401.53"
"I928603","15004.25"
"I133476","9602.72"
"I215146","5401.53"
"I293378","15004.25"
"I103393","15004.25"
"I633108","9602.72"
"I243904","9602.72"
"I310336","5401.53"
"I888872","9602.72"
"I160966","5401.53"
"I350557","9602.72"
"I164641","15004.25"
"I262905","9602.72"
"I185595","9602.72"
"I254546","5401.53"
"I103313","5401.53"
"I753546","15004.25"
"I338911","15004.25"
"I921485","9602.72"
"I284436","5401.53"
"I296302","9602.72"
"I116769","9602.72"
"I265378","5401.53"
"I161502","9602.72"
"I134533","15004.25"
"I279710","5401.53"
"I182341","9602.72"
"I118691","5401.53"
"I143932","5401.53"
"I964391","9602.72"
"I133848","15004.25"
"I109478","15004.25"
"I128974","9602.72"
"I167999","5401.53"
"I227669","5401.53"
"I710902","5401.53"
"I100148","9602.72"
"I215369","9602.72"
"I180252","15004.25"
"I117167","5401.53"
"I986422","9602.72"
"I984038","15004.25"
"I291957","15004.25"
"I618303","9602.72"
"I275219","5401.53"
"I408669","5401.53"
"I269272","15004.25"
"I989913","9602.72"
"I176803","15004.25"
"I274183","9602.72"
"I108498","5401.53"
"I113732","5401.53"
"I156458","5401.53"
"I316573","5401.53"
"I180538","5401.53"
"I130748","5401.53"
"I281754","5401.53"
"I166382","9602.72"
"I149981","9602.72"
"I133437","15004.25"
"I221462","9602.72"
"I608220","15004.25"
"I271007","5401.53"
"I290342","9602.72"
"I487550","9602.72"
"I372239","15004.25"
"I282733","9602.72"
"I202205","15004.25"
"I559648","9602.72"
"I278739","9602.72"
"I376617","9602.72"
"I185973","9602.72"
"I109687","9602.72"
"I102666","15004.25"
"I122639","15004.25"
"I327430","15004.25"
"I529319","5401.53"
"I257272","9602.72"
"I993590","15004.25"
"I227435","5401.53"
"I765221","9602.72"
"I648215","5401.53"
"I358987","15004.25"
"I191535","5401.53"
"I175988","5401.53"
"I233644","9602.72"
"I258250","9602.72"
"I289865","5401.53"
"I204279","9602.72"
"I385974","15004.25"
"I698408","9602.72"
"I978407","9602.72"
"I144707","5401.53"
"I282483","15004.25"
"I299308","15004.25"
"I308487","5401.53"
"I185867","15004.25"
"I490254","5401.53"
"I709082","5401.53"
"I201521","15004.25"
"I198429","9602.72"
"I871738","5401.53"
"I229116","5401.53"
"I196481","9602.72"
"I304585","9602.72"
"I194015","5401.53"
"I763521","9602.72"
"I114031","9602.72"
"I224175","15004.25"
"I649713","9602.72"
"I205683","5401.53"
"I182530","9602.72"
"I960918","5401.53"
"I692217","9602.72"
"I207621","9602.72"
"I192101","5401.53"
"I316639","5401.53"
"I231483","15004.25"
"I124176","5401.53"
"I979515","5401.53"
"I404510","15004.25"
"I128479","5401.53"
"I350418","15004.25"
"I114962","9602.72"
"I172250","5401.53"
"I131575","15004.25"
"I128316","15004.25"
"I281096","9602.72"
"I100880","5401.53"
"I555750","9602.72"
"I136342","5401.53"
"I280571","9602.72"
"I296327","9602.72"
"I211021","15004.25"
"I107203","9602.72"
"I233513","5401.53"
"I402435","5401.53"
"I975815","15004.25"
"I311464","5401.53"
"I303533","5401.53"
"I193676","5401.53"
"I328256","15004.25"
"I884941","9602.72"
"I295402","15004.25"
"I206138","9602.72"
"I166374","5401.53"
"I223000","9602.72"
"I164487","5401.53"
"I340093","9602.72"
"I298067","15004.25"
"I753538","15004.25"
"I778193","15004.25"
"I124705","5401.53"
"I340176","9602.72"
"I451804","5401.53"
"I214322","5401.53"
"I297046","9602.72"
"I149847","15004.25"
"I596696","9602.72"
"I205824","15004.25"
"I208352","9602.72"
"I977419","5401.53"
"I337696","5401.53"
"I333543","15004.25"
"I814329","15004.25"
"I219522","5401.53"
"I262297","15004.25"
"I219168","15004.25"
"I265423","15004.25"
"I211697","5401.53"
"I281279","15004.25"
"I288075","5401.53"
"I113927","15004.25"
"I143292","9602.72"
"I175395","9602.72"
"I313230","9602.72"
"I210335","9602.72"
"I251126","15004.25"
"I216063","15004.25"
"I109323","9602.72"
"I552200","15004.25"
"I214422","15004.25"
"I160131","15004.25"
"I712534","15004.25"
"I186112","15004.25"
"I287829","5401.53"
"I121354","5401.53"
"I114368","15004.25"
"I335711","9602.72"
"I101785","15004.25"
"I955354","15004.25"
"I209594","15004.25"
"I174361","5401.53"
"I321116","15004.25"
"I664875","15004.25"
"I129113","15004.25"
"I663459","9602.72"
"I224365","9602.72"
"I953568","15004.25"
"I591987","9602.72"
"I301775","15004.25"
"I243316","5401.53"
"I536976","9602.72"
"I820410","5401.53"
"I640921","5401.53"
"I287509","9602.72"
"I358575","5401.53"
"I103972","15004.25"
"I131078","5401.53"
"I123248","9602.72"
"I663103","5401.53"
"I123581","5401.53"
"I614118","9602.72"
"I312693","9602.72"
"I158847","15004.25"
"I507694","15004.25"
"I270723","15004.25"
"I113420","15004.25"
"I317401","15004.25"
"I310035","15004.25"
"I103964","5401.53"
"I335022","15004.25"
"I104446","5401.53"
"I336504","5401.53"
"I523188","5401.53"
"I165157","15004.25"
"I301999","9602.72"
"I243629","15004.25"
"I929794","15004.25"
"I250805","5401.53"
"I326368","5401.53"
"I114561","9602.72"
"I660247","5401.53"
"I298211","5401.53"
"I247743","9602.72"
"I303361","15004.25"
"I306291","5401.53"
"I288695","5401.53"
"I156437","5401.53"
"I150663","9602.72"
"I756535","5401.53"
"I893614","9602.72"
"I245560","9602.72"
"I236505","15004.25"
"I938324","15004.25"
"I490552","5401.53"
"I544402","15004.25"
"I177072","9602.72"
"I193713","5401.53"
"I216858","9602.72"
"I115580","15004.25"
"I316564","9602.72"
"I145655","9602.72"
"I116505","9602.72"
"I275763","15004.25"
"I200784","5401.53"
"I283520","9602.72"
"I846285","15004.25"
"I272353","9602.72"
"I127344","15004.25"
"I275065","15004.25"
"I263556","9602.72"
"I269319","15004.25"
"I109190","15004.25"
"I210960","5401.53"
"I460059","5401.53"
"I228413","5401.53"
"I229069","15004.25"
"I277609","15004.25"
"I291297","9602.72"
"I118315","15004.25"
"I116139","5401.53"
"I327531","9602.72"
"I169802","5401.53"
"I124013","5401.53"
"I799727","15004.25"
"I238385","5401.53"
"I564819","5401.53"
"I187715","9602.72"
"I105785","5401.53"
"I337461","5401.53"
"I198737","5401.53"
"I253718","5401.53"
"I946970","9602.72"
"I176355","5401.53"
"I376397","9602.72"
"I164894","9602.72"
"I259142","9602.72"
"I571571","9602.72"
"I308082","5401.53"
"I854551","5401.53"
"I476755","5401.53"
"I627110","15004.25"
"I971755","15004.25"
"I251881","9602.72"
"I180760","9602.72"
"I831183","5401.53"
"I339248","15004.25"
"I215854","9602.72"
"I773473","15004.25"
"I105888","9602.72"
"I744935","15004.25"
"I161503","15004.25"
"I126194","9602.72"
"I198994","5401.53"
"I275443","5401.53"
"I590131","9602.72"
"I158474","5401.53"
"I396652","5401.53"
"I177176","5401.53"
"I302366","5401.53"
"I137997","9602.72"
"I738576","5401.53"
"I433647","15004.25"
"I137917","9602.72"
"I173441","5401.53"
"I162806","5401.53"
"I203915","15004.25"
"I159649","5401.53"
"I316803","15004.25"
"I293309","9602.72"
"I267159","15004.25"
"I711755","9602.72"
"I989404","15004.25"
"I107709","5401.53"
"I535702","9602.72"
"I159308","9602.72"
"I239070","9602.72"
"I160357","5401.53"
"I836755","15004.25"
"I181666","9602.72"
"I282295","5401.53"
"I355720","9602.72"
"I167390","15004.25"
"I249102","15004.25"
"I995538","5401.53"
"I262686","5401.53"
"I166146","5401.53"
"I122418","5401.53"
"I280143","9602.72"
"I631915","5401.53"
"I157386","9602.72"
"I340166","15004.25"
"I256641","15004.25"
"I167871","5401.53"
"I859661","9602.72"
"I692310","9602.72"
"I108128","15004.25"
"I277201","15004.25"
"I180451","5401.53"
"I252918","5401.53"
"I308809","9602.72"
"I103809","5401.53"
"I259939","5401.53"
"I288752","5401.53"
"I183709","5401.53"
"I278604","5401.53"
"I420628","5401.53"
"I152587","9602.72"
"I300787","15004.25"
"I812854","5401.53"
"I799612","5401.53"
"I145079","15004.25"
"I294927","15004.25"
"I235316","9602.72"
"I208085","15004.25"
"I235045","15004.25"
"I157186","9602.72"
"I825313","15004.25"
"I165743","15004.25"
"I256112","9602.72"
"I101889","5401.53"
"I297211","5401.53"
"I183311","5401.53"
"I210134","9602.72"
"I747746","5401.53"
"I271932","9602.72"
"I163346","9602.72"
"I280589","5401.53"
"I212668","5401.53"
"I237365","5401.53"
"I670895","15004.25"
"I921955","9602.72"
"I952652","5401.53"
"I165552","15004.25"
"I102735","9602.72"
"I108033","9602.72"
"I165747","15004.25"
"I195006","5401.53"
"I887160","5401.53"
"I231011","9602.72"
"I159679","9602.72"
"I105195","15004.25"
"I298588","9602.72"
"I479839","15004.25"
"I283600","9602.72"
"I375321","15004.25"
"I776742","9602.72"
"I252494","15004.25"
"I158045","5401.53"
"I103921","15004.25"
"I225306","15004.25"
"I317162","9602.72"
"I789476","9602.72"
"I970205","9602.72"
"I271095","9602.72"
"I238521","5401.53"
"I131819","15004.25"
"I605585","5401.53"
"I981269","15004.25"
"I242333","9602.72"
"I259763","5401.53"
"I231729","5401.53"
"I215742","9602.72"
"I718529","5401.53"
"I296203","9602.72"
"I241665","9602.72"
"I284571","9602.72"
"I180353","15004.25"
"I180764","15004.25"
"I205426","15004.25"
"I325026","9602.72"
"I511520","9602.72"
"I108224","15004.25"
"I146198","15004.25"
"I223835","15004.25"
"I387314","9602.72"
"I339202","15004.25"
"I776863","5401.53"
"I712102","15004.25"
"I203006","5401.53"
"I265852","5401.53"
"I333552","15004.25"
"I620490","9602.72"
"I268898","5401.53"
"I194461","9602.72"
"I246238","15004.25"
"I413596","15004.25"
"I246133","5401.53"
"I823286","15004.25"
"I110184","5401.53"
"I258899","5401.53"
"I313063","5401.53"
"I901138","9602.72"
"I170788","9602.72"
"I155826","5401.53"
"I208479","15004.25"
"I265179","5401.53"
"I270423","9602.72"
"I391336","5401.53"
"I326553","9602.72"
"I322265","5401.53"
"I176735","9602.72"
"I160047","15004.25"
"I949006","15004.25"
"I547770","5401.53"
"I601859","5401.53"
"I279992","5401.53"
"I115321","9602.72"
"I148164","9602.72"
"I422275","15004.25"
"I192815","15004.25"
"I203150","5401.53"
"I253928","5401.53"
"I762598","15004.25"
"I278995","5401.53"
"I208273","15004.25"
"I532764","15004.25"
"I238516","9602.72"
"I659178","5401.53"
"I280047","15004.25"
"I173891","15004.25"
"I301757","9602.72"
"I569860","15004.25"
"I327672","15004.25"
"I206967","15004.25"
"I751798","9602.72"
"I651573","5401.53"
"I332105","9602.72"
