"invoice_no","Category","Quantity","Revenue","Payment_method","Shopping_Mall"
"I165976","Technology",3,"9450","Cash","Mall of Istanbul"
"I304851","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I278414","Clothing",5,"7502","Cash","Viaport Outlet"
"I144218","Shoes",5,"15004.25","Cash","Kanyon"
"I205815","Technology",3,"9450","Cash","Kanyon"
"I846225","Shoes",3,"5401.53","Debit Card","Metrocity"
"I203044","Technology",4,"16800","Debit Card","Metropol AVM"
"I899550","Clothing",5,"7502","Cash","Istinye Park"
"I289860","Technology",4,"16800","Debit Card","Kanyon"
"I175416","Technology",4,"16800","Cash","Metrocity"
"I113122","Clothing",5,"7502","Cash","Mall of Istanbul"
"I111426","Shoes",5,"15004.25","Cash","Metropol AVM"
"I324790","Technology",3,"9450","Cash","Istinye Park"
"I241671","Clothing",5,"7502","Cash","Metropol AVM"
"I312503","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I124947","Technology",4,"16800","Debit Card","Metrocity"
"I180895","Clothing",5,"7502","Cash","Kanyon"
"I189121","Clothing",5,"7502","Cash","Viaport Outlet"
"I128722","Shoes",4,"9602.72","Cash","Metropol AVM"
"I593416","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I884009","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I217568","Clothing",5,"7502","Cash","Viaport Outlet"
"I250556","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I291422","Clothing",5,"7502","Cash","Metropol AVM"
"I124249","Clothing",5,"7502","Cash","Forum Istanbul"
"I306422","Clothing",5,"7502","Debit Card","Metrocity"
"I168897","Clothing",5,"7502","Cash","Metropol AVM"
"I265696","Technology",3,"9450","Cash","Mall of Istanbul"
"I162170","Shoes",4,"9602.72","Debit Card","Cevahir AVM"
"I275774","Shoes",3,"5401.53","Cash","Kanyon"
"I121640","Clothing",5,"7502","Cash","Kanyon"
"I153869","Technology",4,"16800","Cash","Mall of Istanbul"
"I353662","Shoes",3,"5401.53","Debit Card","Kanyon"
"I108804","Technology",5,"26250","Cash","Kanyon"
"I309235","Clothing",5,"7502","Cash","Metrocity"
"I178406","Technology",3,"9450","Debit Card","Metropol AVM"
"I228293","Clothing",5,"7502","Debit Card","Istinye Park"
"I203924","Technology",3,"9450","Cash","Mall of Istanbul"
"I124922","Clothing",5,"7502","Cash","Forum Istanbul"
"I121631","Shoes",5,"15004.25","Cash","Istinye Park"
"I282606","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I291530","Shoes",5,"15004.25","Debit Card","Forum Istanbul"
"I333167","Shoes",4,"9602.72","Cash","Zorlu Center"
"I275051","Clothing",5,"7502","Cash","Kanyon"
"I236230","Shoes",4,"9602.72","Debit Card","Kanyon"
"I176010","Clothing",5,"7502","Debit Card","Metropol AVM"
"I384203","Clothing",5,"7502","Debit Card","Kanyon"
"I158352","Technology",3,"9450","Cash","Metrocity"
"I333013","Clothing",5,"7502","Cash","Kanyon"
"I244370","Technology",3,"9450","Cash","Mall of Istanbul"
"I177371","Clothing",5,"7502","Debit Card","Kanyon"
"I259576","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I243907","Shoes",5,"15004.25","Debit Card","Kanyon"
"I171357","Clothing",5,"7502","Cash","Kanyon"
"I350049","Shoes",3,"5401.53","Cash","Metrocity"
"I548500","Shoes",4,"9602.72","Cash","Kanyon"
"I289392","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I147284","Clothing",5,"7502","Debit Card","Kanyon"
"I619269","Technology",3,"9450","Cash","Metropol AVM"
"I344589","Technology",3,"9450","Debit Card","Kanyon"
"I217110","Technology",4,"16800","Cash","Mall of Istanbul"
"I222358","Clothing",5,"7502","Debit Card","Metropol AVM"
"I439223","Shoes",3,"5401.53","Cash","Metropol AVM"
"I198776","Technology",4,"16800","Cash","Mall of Istanbul"
"I267744","Shoes",4,"9602.72","Cash","Metropol AVM"
"I319110","Shoes",5,"15004.25","Cash","Kanyon"
"I151560","Clothing",5,"7502","Cash","Viaport Outlet"
"I428874","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I234887","Clothing",5,"7502","Debit Card","Metrocity"
"I167850","Shoes",5,"15004.25","Cash","Metropol AVM"
"I854893","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I409629","Clothing",5,"7502","Cash","Mall of Istanbul"
"I209907","Clothing",5,"7502","Cash","Istinye Park"
"I141519","Shoes",4,"9602.72","Cash","Metropol AVM"
"I829179","Clothing",5,"7502","Cash","Mall of Istanbul"
"I297754","Clothing",5,"7502","Cash","Kanyon"
"I283910","Technology",3,"9450","Debit Card","Zorlu Center"
"I253358","Clothing",5,"7502","Debit Card","Metrocity"
"I723155","Clothing",5,"7502","Cash","Metrocity"
"I806416","Technology",5,"26250","Debit Card","Kanyon"
"I181373","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I229530","Shoes",3,"5401.53","Debit Card","Istinye Park"
"I158547","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I159912","Clothing",5,"7502","Cash","Mall of Istanbul"
"I200383","Clothing",5,"7502","Debit Card","Istinye Park"
"I807792","Technology",3,"9450","Cash","Metrocity"
"I160317","Technology",3,"9450","Debit Card","Metrocity"
"I268558","Shoes",3,"5401.53","Cash","Kanyon"
"I286877","Shoes",5,"15004.25","Cash","Kanyon"
"I401746","Technology",5,"26250","Cash","Metrocity"
"I163225","Clothing",5,"7502","Cash","Kanyon"
"I208306","Clothing",5,"7502","Cash","Mall of Istanbul"
"I264939","Shoes",5,"15004.25","Cash","Kanyon"
"I273597","Technology",5,"26250","Cash","Mall of Istanbul"
"I312639","Clothing",5,"7502","Cash","Istinye Park"
"I141017","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I533981","Clothing",5,"7502","Cash","Metrocity"
"I223652","Shoes",4,"9602.72","Cash","Kanyon"
"I482361","Clothing",5,"7502","Cash","Viaport Outlet"
"I106088","Technology",5,"26250","Debit Card","Istinye Park"
"I315400","Clothing",5,"7502","Debit Card","Kanyon"
"I141069","Shoes",4,"9602.72","Cash","Metrocity"
"I213299","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I218554","Clothing",5,"7502","Cash","Istinye Park"
"I401204","Clothing",5,"7502","Cash","Forum Istanbul"
"I162742","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I870059","Technology",4,"16800","Cash","Forum Istanbul"
"I238464","Shoes",3,"5401.53","Debit Card","Kanyon"
"I136983","Clothing",5,"7502","Debit Card","Cevahir AVM"
"I942927","Clothing",5,"7502","Cash","Metrocity"
"I336944","Shoes",5,"15004.25","Cash","Istinye Park"
"I211911","Clothing",5,"7502","Debit Card","Istinye Park"
"I178513","Shoes",4,"9602.72","Cash","Zorlu Center"
"I231894","Clothing",5,"7502","Debit Card","Metrocity"
"I158058","Clothing",5,"7502","Cash","Forum Istanbul"
"I556536","Technology",5,"26250","Cash","Metropol AVM"
"I162794","Clothing",5,"7502","Cash","Metrocity"
"I132877","Clothing",5,"7502","Cash","Metropol AVM"
"I185164","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I118970","Clothing",5,"7502","Debit Card","Metropol AVM"
"I233609","Shoes",4,"9602.72","Cash","Kanyon"
"I188845","Technology",3,"9450","Cash","Mall of Istanbul"
"I225830","Clothing",5,"7502","Cash","Cevahir AVM"
"I191815","Shoes",3,"5401.53","Cash","Metrocity"
"I226485","Clothing",5,"7502","Cash","Metrocity"
"I300597","Shoes",5,"15004.25","Debit Card","Forum Istanbul"
"I134826","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I125423","Technology",5,"26250","Cash","Emaar Square Mall"
"I153556","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I437431","Clothing",5,"7502","Cash","Metrocity"
"I985258","Clothing",5,"7502","Debit Card","Kanyon"
"I385587","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I174480","Shoes",5,"15004.25","Cash","Kanyon"
"I385064","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I311224","Technology",4,"16800","Debit Card","Kanyon"
"I186838","Technology",5,"26250","Cash","Kanyon"
"I141940","Clothing",5,"7502","Debit Card","Kanyon"
"I240532","Shoes",3,"5401.53","Cash","Kanyon"
"I469616","Clothing",5,"7502","Debit Card","Zorlu Center"
"I146746","Clothing",5,"7502","Cash","Mall of Istanbul"
"I179179","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I176013","Shoes",5,"15004.25","Cash","Metrocity"
"I110133","Shoes",5,"15004.25","Cash","Zorlu Center"
"I323802","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I226142","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I249812","Clothing",5,"7502","Cash","Metrocity"
"I309493","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I116015","Clothing",5,"7502","Cash","Kanyon"
"I255143","Shoes",5,"15004.25","Debit Card","Metrocity"
"I211035","Technology",3,"9450","Cash","Metropol AVM"
"I279851","Shoes",5,"15004.25","Debit Card","Kanyon"
"I950727","Clothing",5,"7502","Cash","Kanyon"
"I339593","Technology",4,"16800","Cash","Forum Istanbul"
"I133403","Shoes",4,"9602.72","Debit Card","Kanyon"
"I272367","Clothing",5,"7502","Debit Card","Kanyon"
"I252612","Clothing",5,"7502","Cash","Metrocity"
"I386325","Clothing",5,"7502","Cash","Kanyon"
"I813046","Shoes",3,"5401.53","Cash","Istinye Park"
"I333703","Clothing",5,"7502","Debit Card","Metropol AVM"
"I309651","Technology",5,"26250","Cash","Mall of Istanbul"
"I192193","Clothing",5,"7502","Cash","Zorlu Center"
"I217653","Technology",3,"9450","Cash","Metrocity"
"I251452","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I331280","Technology",5,"26250","Cash","Istinye Park"
"I217901","Clothing",5,"7502","Cash","Istinye Park"
"I142300","Clothing",5,"7502","Cash","Metropol AVM"
"I322041","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I192856","Shoes",4,"9602.72","Cash","Istinye Park"
"I250786","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I160222","Shoes",5,"15004.25","Debit Card","Kanyon"
"I277830","Shoes",3,"5401.53","Debit Card","Metropol AVM"
"I108407","Clothing",5,"7502","Cash","Metrocity"
"I673552","Clothing",5,"7502","Debit Card","Metrocity"
"I210904","Technology",3,"9450","Cash","Metrocity"
"I479247","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I339688","Technology",3,"9450","Debit Card","Metrocity"
"I850294","Clothing",5,"7502","Cash","Emaar Square Mall"
"I125576","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I711107","Shoes",4,"9602.72","Cash","Istinye Park"
"I319220","Technology",3,"9450","Cash","Cevahir AVM"
"I142574","Clothing",5,"7502","Cash","Emaar Square Mall"
"I261172","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I502816","Clothing",5,"7502","Cash","Metrocity"
"I537776","Shoes",5,"15004.25","Cash","Metrocity"
"I240992","Clothing",5,"7502","Cash","Zorlu Center"
"I193690","Clothing",5,"7502","Cash","Zorlu Center"
"I228566","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I283188","Clothing",5,"7502","Cash","Zorlu Center"
"I897591","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I111544","Clothing",5,"7502","Cash","Istinye Park"
"I577429","Clothing",5,"7502","Cash","Metropol AVM"
"I232105","Technology",4,"16800","Cash","Forum Istanbul"
"I118535","Clothing",5,"7502","Cash","Kanyon"
"I330018","Shoes",5,"15004.25","Debit Card","Kanyon"
"I845199","Shoes",4,"9602.72","Cash","Metrocity"
"I287377","Clothing",5,"7502","Cash","Kanyon"
"I702847","Technology",5,"26250","Debit Card","Zorlu Center"
"I112176","Clothing",5,"7502","Cash","Kanyon"
"I198773","Clothing",5,"7502","Cash","Metrocity"
"I289228","Shoes",3,"5401.53","Cash","Metropol AVM"
"I186487","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I189376","Clothing",5,"7502","Cash","Viaport Outlet"
"I312797","Shoes",5,"15004.25","Debit Card","Kanyon"
"I176961","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I770501","Shoes",4,"9602.72","Cash","Metrocity"
"I244608","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I754738","Clothing",5,"7502","Cash","Metrocity"
"I184800","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I557352","Clothing",5,"7502","Cash","Mall of Istanbul"
"I178780","Clothing",5,"7502","Debit Card","Metropol AVM"
"I590625","Clothing",5,"7502","Cash","Cevahir AVM"
"I209822","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I158270","Clothing",5,"7502","Cash","Kanyon"
"I338333","Clothing",5,"7502","Cash","Kanyon"
"I185607","Clothing",5,"7502","Cash","Mall of Istanbul"
"I185792","Shoes",3,"5401.53","Cash","Metropol AVM"
"I233261","Clothing",5,"7502","Cash","Metropol AVM"
"I238484","Shoes",5,"15004.25","Cash","Metropol AVM"
"I235246","Shoes",4,"9602.72","Cash","Cevahir AVM"
"I288216","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I184239","Clothing",5,"7502","Cash","Mall of Istanbul"
"I294326","Shoes",4,"9602.72","Debit Card","Metropol AVM"
"I302463","Clothing",5,"7502","Cash","Metrocity"
"I689264","Clothing",5,"7502","Cash","Metrocity"
"I109024","Shoes",3,"5401.53","Cash","Metrocity"
"I120644","Technology",4,"16800","Cash","Metropol AVM"
"I657367","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I140026","Clothing",5,"7502","Debit Card","Metropol AVM"
"I229318","Technology",5,"26250","Cash","Kanyon"
"I278791","Technology",4,"16800","Cash","Metrocity"
"I132723","Clothing",5,"7502","Cash","Forum Istanbul"
"I327790","Shoes",3,"5401.53","Cash","Kanyon"
"I113079","Clothing",5,"7502","Cash","Kanyon"
"I113129","Clothing",5,"7502","Cash","Kanyon"
"I305940","Shoes",3,"5401.53","Cash","Kanyon"
"I259556","Shoes",3,"5401.53","Cash","Istinye Park"
"I862534","Clothing",5,"7502","Cash","Kanyon"
"I219862","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I316656","Shoes",3,"5401.53","Cash","Kanyon"
"I193110","Clothing",5,"7502","Cash","Mall of Istanbul"
"I248145","Clothing",5,"7502","Cash","Emaar Square Mall"
"I878944","Clothing",5,"7502","Cash","Viaport Outlet"
"I208412","Technology",5,"26250","Debit Card","Zorlu Center"
"I247883","Technology",4,"16800","Cash","Emaar Square Mall"
"I217301","Clothing",5,"7502","Cash","Metrocity"
"I204349","Clothing",5,"7502","Cash","Istinye Park"
"I197494","Clothing",5,"7502","Debit Card","Istinye Park"
"I187324","Clothing",5,"7502","Cash","Istinye Park"
"I669473","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I276169","Shoes",4,"9602.72","Cash","Metrocity"
"I245715","Clothing",5,"7502","Cash","Viaport Outlet"
"I557417","Shoes",5,"15004.25","Cash","Metrocity"
"I289203","Clothing",5,"7502","Debit Card","Kanyon"
"I320792","Clothing",5,"7502","Cash","Cevahir AVM"
"I299645","Shoes",4,"9602.72","Debit Card","Kanyon"
"I102734","Clothing",5,"7502","Debit Card","Metrocity"
"I331878","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I219863","Technology",3,"9450","Cash","Istinye Park"
"I287209","Clothing",5,"7502","Cash","Metropol AVM"
"I260737","Technology",3,"9450","Cash","Metropol AVM"
"I230822","Clothing",5,"7502","Cash","Emaar Square Mall"
"I284750","Clothing",5,"7502","Cash","Metrocity"
"I229055","Shoes",4,"9602.72","Debit Card","Viaport Outlet"
"I163607","Clothing",5,"7502","Cash","Metropol AVM"
"I140043","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I318377","Technology",3,"9450","Cash","Emaar Square Mall"
"I132429","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I466322","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I243055","Technology",4,"16800","Debit Card","Metrocity"
"I151017","Technology",4,"16800","Cash","Emaar Square Mall"
"I248400","Clothing",5,"7502","Cash","Metropol AVM"
"I903691","Technology",5,"26250","Cash","Emaar Square Mall"
"I446590","Shoes",4,"9602.72","Cash","Kanyon"
"I148980","Clothing",5,"7502","Cash","Metrocity"
"I153004","Clothing",5,"7502","Cash","Forum Istanbul"
"I285349","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I707253","Shoes",5,"15004.25","Debit Card","Cevahir AVM"
"I569760","Shoes",3,"5401.53","Debit Card","Kanyon"
"I265103","Clothing",5,"7502","Cash","Istinye Park"
"I104135","Clothing",5,"7502","Cash","Istinye Park"
"I258021","Shoes",4,"9602.72","Cash","Metropol AVM"
"I134258","Clothing",5,"7502","Cash","Kanyon"
"I338382","Clothing",5,"7502","Cash","Istinye Park"
"I234384","Technology",4,"16800","Cash","Cevahir AVM"
"I129791","Technology",5,"26250","Cash","Mall of Istanbul"
"I132182","Clothing",5,"7502","Cash","Kanyon"
"I807123","Shoes",5,"15004.25","Cash","Istinye Park"
"I491443","Clothing",5,"7502","Cash","Kanyon"
"I238017","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I294018","Technology",3,"9450","Cash","Istinye Park"
"I260979","Shoes",5,"15004.25","Cash","Kanyon"
"I424695","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I189686","Shoes",4,"9602.72","Cash","Cevahir AVM"
"I169262","Clothing",5,"7502","Cash","Metrocity"
"I436240","Shoes",3,"5401.53","Cash","Zorlu Center"
"I329869","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I217427","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I172806","Shoes",5,"15004.25","Debit Card","Kanyon"
"I260538","Technology",5,"26250","Cash","Metrocity"
"I203215","Shoes",3,"5401.53","Cash","Metrocity"
"I219753","Shoes",3,"5401.53","Cash","Istinye Park"
"I273194","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I882442","Shoes",4,"9602.72","Cash","Istinye Park"
"I193254","Technology",5,"26250","Cash","Kanyon"
"I408973","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I210034","Clothing",5,"7502","Cash","Kanyon"
"I282166","Clothing",5,"7502","Cash","Istinye Park"
"I315095","Technology",3,"9450","Debit Card","Metrocity"
"I184695","Clothing",5,"7502","Cash","Mall of Istanbul"
"I108060","Clothing",5,"7502","Cash","Istinye Park"
"I170159","Clothing",5,"7502","Debit Card","Metrocity"
"I321021","Clothing",5,"7502","Debit Card","Kanyon"
"I143340","Technology",3,"9450","Cash","Emaar Square Mall"
"I942284","Shoes",3,"5401.53","Cash","Cevahir AVM"
"I275382","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I112471","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I174160","Clothing",5,"7502","Debit Card","Zorlu Center"
"I318422","Technology",5,"26250","Cash","Kanyon"
"I317865","Clothing",5,"7502","Cash","Metrocity"
"I328226","Shoes",3,"5401.53","Cash","Kanyon"
"I295552","Clothing",5,"7502","Cash","Emaar Square Mall"
"I251990","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I164217","Shoes",3,"5401.53","Cash","Cevahir AVM"
"I159832","Clothing",5,"7502","Cash","Kanyon"
"I759933","Shoes",4,"9602.72","Cash","Metrocity"
"I155567","Clothing",5,"7502","Cash","Forum Istanbul"
"I270606","Clothing",5,"7502","Cash","Istinye Park"
"I213873","Shoes",3,"5401.53","Debit Card","Metrocity"
"I411184","Shoes",4,"9602.72","Debit Card","Emaar Square Mall"
"I140421","Clothing",5,"7502","Cash","Mall of Istanbul"
"I234383","Clothing",5,"7502","Cash","Istinye Park"
"I228882","Shoes",5,"15004.25","Cash","Istinye Park"
"I114827","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I112108","Technology",4,"16800","Cash","Mall of Istanbul"
"I268811","Clothing",5,"7502","Cash","Kanyon"
"I215231","Technology",5,"26250","Debit Card","Metropol AVM"
"I120851","Clothing",5,"7502","Debit Card","Kanyon"
"I289550","Technology",5,"26250","Cash","Kanyon"
"I236157","Clothing",5,"7502","Debit Card","Metrocity"
"I109155","Clothing",5,"7502","Debit Card","Istinye Park"
"I321103","Shoes",4,"9602.72","Debit Card","Kanyon"
"I324578","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I104769","Shoes",3,"5401.53","Cash","Metrocity"
"I151346","Shoes",3,"5401.53","Debit Card","Zorlu Center"
"I239155","Shoes",4,"9602.72","Debit Card","Kanyon"
"I301966","Clothing",5,"7502","Cash","Mall of Istanbul"
"I194672","Clothing",5,"7502","Cash","Kanyon"
"I338712","Clothing",5,"7502","Debit Card","Metrocity"
"I330510","Technology",3,"9450","Debit Card","Mall of Istanbul"
"I156402","Shoes",3,"5401.53","Cash","Metrocity"
"I325667","Clothing",5,"7502","Cash","Viaport Outlet"
"I843445","Clothing",5,"7502","Cash","Metrocity"
"I288415","Clothing",5,"7502","Cash","Kanyon"
"I447060","Clothing",5,"7502","Debit Card","Istinye Park"
"I148353","Technology",5,"26250","Cash","Kanyon"
"I173532","Shoes",5,"15004.25","Cash","Metrocity"
"I179417","Technology",3,"9450","Cash","Metrocity"
"I251118","Shoes",4,"9602.72","Cash","Metropol AVM"
